DTL_ADRES,XCORD,LO,CHCK_MATTER_WKEND_HDAY_OPN_AT,WKEND_HDAY_OPER_BEGIN_TIME,MODF_TIME,ARCD,WKDAY_OPER_BEGIN_TIME,YEAR,USE_PSBL_NMPR,CHCK_MATTER_NIGHT_OPN_AT,RSTR_NM,WKEND_HDAY_OPER_END_TIME,CHCK_MATTER_STAYNG_PSBL_AT,MNGDPT_CD,COLR_HOLD_ARCNDTN,OPER_END_DE,RN_DTL_ADRES,OPER_BEGIN_DE,FCLTY_OPRN_AT,INPT_TIME,DTL_POSITION,WKDAY_OPER_END_TIME,FCLTY_SCLAS,COLR_HOLD_ELEFN,AR,YCORD,USE_AT,LA,RSTR_FCLTY_NO,RM,FCLTY_TY
"312-4 서주시니어",,126.6831122,"N",,"2025-05-13 17:32:59.000","2826053000","1000","2025",50,"N","고현경로당",,"N","3560247",1,"99991231","인천광역시 서구 심곡로208번길 8-7, 서주시니어 (공촌동)","20210520","Y","2021-04-26 16:50:22.000",,"1700","001",5,200,,"Y",37.5507785,28260107,,"003"
"246-1",,126.6738355,"N",,"2025-05-13 20:23:02.000","2826053000","0900","2025",8,"N","서구보건소",,"N","3560247",2,"99991231","인천광역시 서구 탁옥로 39","20200520","Y","2021-04-26 16:50:22.000",,"1800","001",0,32,,"Y",37.5444764,28260108,,"001"
"130-2",,126.657214,"N",,"2025-05-13 17:33:20.000","2826053600","1000","2025",39,"N","청라웰카운티1차아파트경로당",,"N","3560247",1,"99991231","인천광역시 서구 청라에메랄드로 156 (청라동, 청라웰카운티1차)","20210520","Y","2021-04-26 16:50:22.000",,"1600","001",1,156,,"Y",37.539126,28260110,,"003"
"600-1",,126.734159,"N",,"2024-07-24 13:56:14.000","2820069000","0900","2025",63,"N","산뒤마을경로당",,"N","3530199",2,"20230930","인천광역시 남동구 청능대로715번길 59","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",6,191,,"Y",37.408635,28200172,,"003"
"599-1",,126.736757,"N",,"2024-07-24 13:56:14.000","2820069000","0900","2025",65,"N","등대마을경로당",,"N","3530199",2,"20230930","인천광역시 남동구 청능대로715번길 22","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",3,191.19,,"Y",37.409041,28200173,,"003"
"111-303",,126.737458,"N","1300","2024-07-24 13:56:14.000","2820069000","1000","2025",25,"N","소래경로당","1700","N","3530199",2,"20230930","인천광역시 남동구 장도로 55","20230520","Y","2021-03-08 09:03:04.000",,"1800","001",1,113,,"Y",37.400711,28200174,,"003"
"577-0",,126.738429,"N",,"2024-07-24 13:56:14.000","2820069000","1000","2025",57,"N","소래마을풍림아파트경로당",,"N","3530199",1,"20230930","인천광역시 남동구 청능대로718번길 7","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",2,221,,"Y",37.405479,28200175,,"003"
"376",,126.716116,"N","1300","2024-07-24 13:56:14.000","2820066000","1300","2025",30,"N","남촌경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 남촌동로26번길 20 (남촌동)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",4,115.56,,"Y",37.432873,28200156,,"003"
"185-1",,126.6510934,"N",,"2025-05-13 17:33:49.000","2826053600","1000","2025",42,"N","청라힐데스하임아파트경로당",,"N","3560247",1,"99991231","인천광역시 서구 청라라임로 17 (청라동, 청라 힐데스하임)","20210520","Y","2021-04-26 16:50:22.000",,"1600","001",1,169.4,,"Y",37.5286022,28260111,,"003"
"1256-1",905143.25432,126.425371,,,"2024-04-02 13:40:51.000","2871034000",,"2025",10,,"흥왕1리마을회관정자",,,"3570141",,,"인천광역시 강화군 화도면 해안남로 1825-9",,"Y","2021-06-01 08:54:35.000","흥왕1리 마을회관 정자",,"002",,16,1956548.71796,"Y",37.603472,2871000280,,"002"
"1635-0",,126.6614549,"N","0900","2025-04-29 13:32:38.000","4157052500","1300","2025",30,"N","이니스더원경로당","1800","N","4090449",1,"20240930","경기도 김포시 김포한강3로 290-16 (장기동, 고창마을 이니스더원)","20240520","Y","2021-03-09 15:48:45.000",,"1700","001",3,334.16,,"Y",37.6420457,41570100,,"003"
"1642-0",,126.6645864,"N","0900","2025-04-30 16:35:08.000","4157052500","1300","2025",33,"N","반도유보라경로당","1800","N","4090449",1,"20240930","경기도 김포시 김포한강1로 9 (장기동, 고창마을 반도유보라)","20240520","Y","2021-03-09 15:48:45.000",,"1700","001",4,151.8,,"Y",37.6405632,41570101,,"003"
"107-1",,126.6384282,"N",,"2025-05-13 17:34:45.000","2826053700","0900","2025",69,"N","청라한라비발디아파트경로당",,"N","3560247",2,"99991231","인천광역시 서구 청라한울로 17","20210520","Y","2021-04-26 16:50:22.000",,"1800","001",6,275,,"Y",37.5401454,28260117,,"003"
"1005",932648.691771,126.738529,,,"2025-05-19 13:37:39.000","2820056000","1800","2025",100,,"새골어린이공원",,,"3530199",,,"인천광역시 남동구 담방로 105",,"Y","2021-06-07 13:25:28.000",,"2400","001",,4000,1939316.870738,"Y",37.450594,2820000226,,"002"
"24 롯데캐슬골드",,126.716889,"N","1300","2024-07-24 13:56:13.000","2820051000","0900","2025",10,"N","롯데캐슬2단지경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 호구포로 803 (구월동, 롯데캐슬골드)","20230520","Y","2021-03-08 09:03:04.000",,"1800","001",4,651.03,,"Y",37.453822,28200017,,"003"
"634-2",927651.222303,126.6824538,,,"2025-05-12 13:32:03.000","2818576200","1800","2025",4,,"솔안공원정자2",,,"3520222",,,"인천광역시 연수구 원인재로 170 (연수동)",,"Y","2023-05-01 20:38:02.000",,"2400","001",,16,1935026.717603,"Y",37.4115464,2818500138,,"002"
"634-2",927659.649269,126.6825449,,,"2025-05-12 13:31:38.000","2818576200","1800","2025",4,,"솔안공원정자3",,,"3520222",,,"인천광역시 연수구 원인재로 170 (연수동)",,"Y","2023-05-01 20:38:43.000",,"2400","001",,16,1935067.774427,"Y",37.4119171,2818500139,,"002"
"533-1",928489.357022,126.6918361,,,"2025-05-12 13:47:21.000","2818576300","1800","2025",4,,"연일공원정자",,,"3520222",,,"인천광역시 연수구 함박뫼로 231 (연수동)",,"Y","2023-05-01 20:40:37.000",,"2400","001",,16,1935932.811026,"Y",37.419778,2818500141,,"002"
"533-1",928487.977548,126.69182,,,"2025-05-12 13:45:07.000","2818576300","1800","2025",4,,"연일공원정자3",,,"3520222",,,"인천광역시 연수구 함박뫼로 231 (연수동)",,"Y","2023-05-01 20:42:00.000",,"2400","001",,16,1935938.022614,"Y",37.4198249,2818500143,,"002"
"533-1",928473.051732,126.6916537,,,"2025-05-12 13:42:32.000","2818576300","1800","2025",4,,"연일공원정자5",,,"3520222",,,"인천광역시 연수구 함박뫼로 231 (연수동)",,"Y","2023-05-01 20:43:23.000",,"2400","001",,16,1935913.569835,"Y",37.4196033,2818500145,,"002"
"533-1",928494.172699,126.6918898,,,"2025-05-12 13:42:18.000","2818576300","1800","2025",4,,"연일공원정자6",,,"3520222",,,"인천광역시 연수구 함박뫼로 231 (연수동)",,"Y","2023-05-01 20:44:10.000",,"2400","001",,16,1935940.805747,"Y",37.4198504,2818500146,,"002"
"603-0",927293.414577,126.6783929,,,"2025-05-12 13:31:08.000","2818576200","1800","2025",4,,"늘봄공원정자",,,"3520222",,,"인천광역시 연수구 샘말로 37-7 (연수동)",,"Y","2023-05-01 20:48:44.000",,"2400","001",,16,1935209.473718,"Y",37.4131655,2818500151,,"002"
"6-3 두드림아파트",,126.716082,"N","1300","2024-07-24 13:56:13.000","2820051000","0900","2025",5,"N","두드림A경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 용천로98번길 24 (구월동, 두드림아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1800","001",2,28.8,,"Y",37.45803,28200018,,"003"
"1246-0",,126.7183427,"N","1300","2024-07-24 13:56:13.000","2820052000","0900","2025",60,"N","구월2동경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 구월로 251 (구월동)","20230520","Y","2021-03-08 09:03:04.000",,"1800","001",1,651,,"Y",37.4589216,28200019,,"003"
"616-7 간석 신동아 파밀리에 명품아파트",,126.689614,"N","1300","2024-07-24 13:56:14.000","2820053000","1300","2025",40,"N","간석신동아아파트경로당","1700","N","3530199",2,"20230930","인천광역시 남동구 염전로 440 (간석동, 간석 신동아 파밀리에 명품아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,102,,"Y",37.467551,28200074,,"003"
"575-17",,126.7007474,"N",,"2024-07-24 13:56:14.000","2820055100","0900","2025",30,"N","간석4동행정복지센터",,"N","3530199",1,"20230930","인천광역시 남동구 벽돌말로19번길 7 (간석동)","20230520","Y","2021-03-08 09:03:04.000",,"1800","001",0,999.94,,"Y",37.4665931,28200075,,"001"
"974-17",,126.732387,"N","1300","2024-07-24 13:56:14.000","2820056000","1000","2025",30,"N","만수1동경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 하촌로51번길 5 , 만수동 경로당 (만수동)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",3,206.3,,"Y",37.452331,28200076,,"003"
"934-3",,126.728123,"N","1300","2024-07-24 13:56:14.000","2820056000","0700","2025",50,"N","만수하촌경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 하촌서로17번길 26 (만수동)","20230520","Y","2021-03-08 09:03:04.000",,"1800","001",3,243,,"Y",37.450483,28200077,,"003"
"1018 대동아파트",,126.7357306,"N","1100","2024-07-24 13:56:14.000","2820056000","0900","2025",32,"N","대동아파트경로당","1500","N","3530199",1,"20230930","인천광역시 남동구 장승남로33번길 9 , 대동아파트 (만수동)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,72,,"Y",37.4437523,28200121,,"003"
"636-0",927902.153755,126.6853237,,,"2025-05-12 13:33:01.000","2818576200","1800","2025",4,,"연수체육공원정자2",,,"3520222",,,"인천광역시 연수구 청능대로 205 (연수동)",,"Y","2023-05-01 19:51:53.000",,"2400","001",,16,1934671.388276,"Y",37.4083634,2818500102,,"002"
"451-1",926639.720042,126.6708988,,,"2025-05-12 13:53:38.000","2818576600","1800","2025",4,,"시대공원정자",,,"3520222",,,"인천광역시 연수구 벚꽃로 24 (청학동)",,"Y","2023-05-01 20:00:18.000",,"2400","001",,16,1936294.885816,"Y",37.4228966,2818500107,,"002"
"603-0",927283.346537,126.6782802,,,"2025-05-12 13:30:56.000","2818576200","1800","2025",4,,"늘봄공2",,,"3520222",,,"인천광역시 연수구 샘말로 37-7 (연수동)",,"Y","2023-05-01 20:49:26.000",,"2400","002",,16,1935198.215466,"Y",37.4130632,2818500152,,"002"
"1581-0",,126.7453945,"N","0900","2024-06-09 18:35:34.000","4139059100","0900","2025",21,"N","그린경로당","1700","N","4010322",2,"20240930","경기도 시흥시 봉우재로30번길 12 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"1700","001",5,86,,"Y",37.3441425,41390174,,"003"
"1790-0",,126.7383242,"N","1000","2024-06-09 18:35:34.000","4139059100","0900","2025",33,"N","영남6차아파트경로당","1700","N","4010322",2,"20240930","경기도 시흥시 중심상가로 224 (정왕동, 영남 6차아파트)","20240520","Y","2021-03-30 10:02:02.000",,"1800","001",5,135,,"Y",37.3418864,41390175,,"003"
"1044 뉴서울만수 임대아파트",,126.735218,"N","1100","2024-07-24 13:56:14.000","2820056000","0900","2025",48,"N","뉴서울아파트경로당","1500","N","3530199",1,"20230930","인천광역시 남동구 담방로21번길 61 (만수동, 뉴서울만수 임대아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,180,,"Y",37.440549,28200122,,"003"
"603-0",927289.784135,126.6783527,,,"2025-05-12 13:30:40.000","2818576200","1800","2025",4,,"늘봄공원정자3",,,"3520222",,,"인천광역시 연수구 샘말로 37-7 (연수동)",,"Y","2023-05-01 20:50:01.000",,"2400","001",,16,1935201.468617,"Y",37.4130931,2818500153,,"002"
"622-0",927507.425011,126.6807961,,,"2025-05-12 13:30:26.000","2818576200","1800","2025",4,,"샘말공원정자2",,,"3520222",,,"인천광역시 연수구 샘말로 68-5 (연수동)",,"Y","2023-05-01 20:50:50.000",,"2400","001",,16,1935361.253679,"Y",37.4145502,2818500154,,"002"
"622-0",927503.532841,126.6807532,,,"2025-05-12 13:29:40.000","2818576200","1800","2025",4,,"샘말공원정자",,,"3520222",,,"인천광역시 연수구 샘말로 68-5 (연수동)",,"Y","2023-05-01 20:54:44.000",,"2400","001",,16,1935350.41447,"Y",37.4144522,2818500157,,"002"
"1863-0",,126.7212117,"N",,"2024-06-09 18:36:40.000","4139059300",,"2025",10,"N","대림1차경로당",,"N","4010322",1,"20240930","경기도 시흥시 정왕대로28번길 3 (정왕동)","20240520","Y","2021-10-20 15:17:39.000",,,"001",2,100,,"Y",37.3549272,4139000326,,"003"
"502-16",932877.954445,126.7406512,,,"2025-05-02 11:19:53.000","2823766000","1800","2025",300,,"대촌공원",,,"3540038",0,,"인천광역시 부평구 부흥로 430",,"Y","2021-01-31 17:12:04.000",,"2400","001",0,12502,1944470.206793,"Y",37.4970536,2823805,,"002"
"411-0",933008.755267,126.7422766,,,"2025-05-02 11:21:29.000","2823767000","1800","2025",300,,"일신놀이공원",,,"3540040",0,,"인천광역시 부평구 경인로1118번길 78",,"Y","2021-01-31 17:12:04.000",,"2400","001",0,3048.9,1942869.516528,"Y",37.4826363,2823807,,"002"
"29-1",929601.72216,126.7037535,,,"2025-05-02 11:22:17.000","2823768000","1800","2025",45,,"백운공원",,,"3540041",0,,"인천광역시 부평구 아트센터로 159",,"Y","2021-01-31 17:12:04.000",,"2400","001",0,1471.8,1942767.532367,"Y",37.4814637,2823808,,"002"
"1789-0",,126.7397726,"N",,"2024-06-09 18:35:34.000","4139059100","0800","2025",19,"N","금강아파트경로당",,"N","4010322",2,"20240930","경기도 시흥시 정왕대로266번길 4 (정왕동)","20240520","Y","2021-03-30 10:02:02.000",,"1700","001",1,79,,"Y",37.3434217,41390178,,"003"
"336-4",,126.379046,"Y","0900","2024-09-05 12:59:31.000","2871034000","0900","2025",60,"Y","장화2리경로당","1800",,"3570171",3,"20241015","인천광역시 강화군 화도면 해안남로 2463-14 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,132.3,,"Y",37.6234,28710101,,"003"
"880-1",,126.402375,"Y","0900","2024-09-05 13:02:14.000","2871034000","0900","2025",24,"Y","동산촌경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 화도면안골길61번길 10","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",2,99.96,,"Y",37.631196,28710102,,"003"
"962-2",,126.415931,"Y","0900","2024-09-05 13:04:23.000","2871034000","0900","2025",19,"Y","상방1리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 화도면마니산로739번길 11 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",3,77.68,,"Y",37.632136,28710103,,"003"
"567-0",,126.435292,"Y","0900","2024-09-05 08:06:29.000","2871035000","0900","2025",75,"Y","국제경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 양도면강화남로 523","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,135.82,,"Y",37.652926,28710121,,"003"
"245-9",,126.4269395,"Y","0900","2024-08-09 14:52:40.000","2871035000","0900","2025",42,"Y","능안경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 양도면강화남로634번길 2","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,173.8,,"Y",37.6578305,28710122,,"003"
"1029-3",,126.420844,"Y","0900","2024-09-05 08:28:42.000","2871035000","0900","2025",35,"Y","능내리(공숙)경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 양도면강화남로685번길 65-1","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,128.34,,"Y",37.655711,28710123,,"003"
"11-35",892756.6338,126.282084,,,"2024-04-02 13:44:38.000","2871040000",,"2025",6,,"교동면사무소정자",,,"3570141",,,"인천광역시 강화군 교동면 교동동로 485-3",,"Y","2021-06-01 10:22:30.000","교동면사무소 정자",,"002",,5,1976833.846228,"Y",37.784907,2871000281,,"002"
"1181-4",,126.444327,"Y","0900","2024-09-05 13:49:43.000","2871034000","0900","2025",40,"Y","덕포1리(샘촌)경로당","1800",,"3570171",1,"20241015","인천광역시 강화군 화도면마니산로417번길 54-14","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,55,,"Y",37.625911,28710113,,"003"
"966 삼환아파트",,126.733991,"N","1300","2024-07-24 13:56:14.000","2820056000","0900","2025",40,"N","삼환아파트2단지경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 소래로 677 (만수동, 삼환아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,99,,"Y",37.450339,28200079,,"003"
"2113",934330.324587,126.755798,"N",,"2025-05-16 15:57:33.000","4128757000","1800","2025",10,"N","가와지어린이공원",,"N","3940437",,,"경기도 고양시 일산서구 일산로695번길 47",,"Y","2021-05-25 15:34:24.000","가와지 어린이공원","0900","001",,30,1964842.981747,"Y",37.679889,4128700050,"안전관리자(자율방재단) 최봉덕 010-3716-8294","002"
"682-0",,126.7490112,"N",,"2024-07-24 13:56:14.000","2820065500","0900","2025",55,"N","서창센트럴푸르지오아파트경로당",,"N","3530199",5,"20230930","인천광역시 남동구 서창남순환로 55","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",0,204,,"Y",37.4290222,28200146,,"003"
"695-0",,126.7420491,"N","1300","2024-07-24 13:56:14.000","2820065500","0900","2025",70,"N","서창LH6단지경로당","1700","N","3530199",5,"20230930","인천광역시 남동구 서창남순환로 190-100","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",0,236,,"Y",37.4238615,28200147,,"003"
"685-0",,126.7501169,"N","1300","2024-07-24 13:56:14.000","2820065500","0900","2025",45,"N","이편한세상서창아파트경로당","1700","N","3530199",5,"20230930","인천광역시 남동구 서창남순환로 9","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",0,161,,"Y",37.4261365,28200148,,"003"
"639-0",,126.7456347,"N","1300","2024-07-24 13:56:14.000","2820065500","1000","2025",50,"N","서창LH3단지","1700","N","3530199",4,"20230930","인천광역시 남동구 서창남순환로 110","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",5,186,,"Y",37.4308553,28200149,,"003"
"692-0",,126.7461092,"N",,"2024-07-24 13:56:14.000","2820065500","1000","2025",45,"N","서창LH8단지경로당",,"N","3530199",2,"20230930","인천광역시 남동구 서창남순환로 201","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",4,161,,"Y",37.4251022,28200150,,"003"
"679-0",,126.7467637,"N","1300","2024-11-19 13:51:32.000","2820065500","1000","2025",30,"N","서창LH15단지경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 서창남로 109","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",5,118,,"Y",37.4289489,28200151,,"003"
"1005-0",932716.172546,126.7393032,"N","1300","2024-08-02 10:59:18.000","2820056000","0900","2025",50,,"주공아파트7단지","1700",,"3530199",1,"20230930","인천광역시 남동구 담방로 105 (만수동, 만수주공7,8단지아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,143,1939195.037208,"Y",37.4494972,28200080,,"003"
"1005-0",932720.213352,126.7393488,"N","1300","2024-08-02 10:58:26.000","2820056000","0900","2025",60,,"주공아파트8단지경로당","1700",,"3530199",1,"20230930","인천광역시 남동구 담방로 105 (만수동, 만수주공7,8단지아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,180,1939195.949616,"Y",37.4495058,28200081,,"003"
